{'episode' 1, 'episode_time_secs' '3.91670298576355', 'episode_steps' '144', 'episode_reward' 0.0, 'reward_min' 0.0, 'reward_max' 0.0, 'reward_avg_by_step' 0.0, 'value_avg' -0.004148183, 'training_time' 3.91670298576355, 'training_steps' '1428'}
{'episode' 1160, 'episode_time_secs' '8.915925025939941', 'episode_steps' '593', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023608768971332208, 'value_avg' 1.1743872, 'training_time' 70051.90130877495, 'training_steps' '2043949'}
{'episode' 1161, 'episode_time_secs' '4.33271598815918', 'episode_steps' '269', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01858736059479554, 'value_avg' 1.1747366, 'training_time' 70056.23402476311, 'training_steps' '2046017'}
{'episode' 1162, 'episode_time_secs' '6.223435878753662', 'episode_steps' '421', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021377672209026127, 'value_avg' 1.1756254, 'training_time' 70062.45746064186, 'training_steps' '2048899'}
{'episode' 1163, 'episode_time_secs' '7.163827896118164', 'episode_steps' '483', 'episode_reward' 10.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020703933747412008, 'value_avg' 1.1769425, 'training_time' 70069.62128853798, 'training_steps' '2052066'}
{'episode' 1164, 'episode_time_secs' '8.480834007263184', 'episode_steps' '519', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02119460500963391, 'value_avg' 1.1780577, 'training_time' 70078.10212254524, 'training_steps' '2055408'}
{'episode' 1165, 'episode_time_secs' '8.069318771362305', 'episode_steps' '537', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020484171322160148, 'value_avg' 1.1788989, 'training_time' 70086.1714413166, 'training_steps' '2058861'}
{'episode' 1166, 'episode_time_secs' '9.298864126205444', 'episode_steps' '593', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023608768971332208, 'value_avg' 1.1804811, 'training_time' 70095.47030544281, 'training_steps' '2062544'}
{'episode' 1167, 'episode_time_secs' '6.5685648918151855', 'episode_steps' '429', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02097902097902098, 'value_avg' 1.181232, 'training_time' 70102.03887033463, 'training_steps' '2065397'}
{'episode' 1168, 'episode_time_secs' '8.140578746795654', 'episode_steps' '547', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021937842778793418, 'value_avg' 1.1821523, 'training_time' 70110.17944908142, 'training_steps' '2068863'}
{'episode' 1169, 'episode_time_secs' '9.453361749649048', 'episode_steps' '590', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023728813559322035, 'value_avg' 1.1839528, 'training_time' 70119.63281083107, 'training_steps' '2072558'}
{'episode' 1170, 'episode_time_secs' '8.805585145950317', 'episode_steps' '585', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023931623931623933, 'value_avg' 1.1852543, 'training_time' 70128.43839597702, 'training_steps' '2076144'}
{'episode' 1171, 'episode_time_secs' '8.171050071716309', 'episode_steps' '549', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02185792349726776, 'value_avg' 1.1866297, 'training_time' 70136.60944604874, 'training_steps' '2079620'}
{'episode' 1172, 'episode_time_secs' '9.293462991714478', 'episode_steps' '585', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023931623931623933, 'value_avg' 1.1879365, 'training_time' 70145.90290904045, 'training_steps' '2083168'}
{'episode' 1173, 'episode_time_secs' '7.606562852859497', 'episode_steps' '515', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021359223300970873, 'value_avg' 1.1889284, 'training_time' 70153.50947189331, 'training_steps' '2086492'}
{'episode' 1174, 'episode_time_secs' '5.188156843185425', 'episode_steps' '340', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020588235294117647, 'value_avg' 1.1894784, 'training_time' 70158.6976287365, 'training_steps' '2088986'}
{'episode' 1175, 'episode_time_secs' '8.11922574043274', 'episode_steps' '499', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022044088176352707, 'value_avg' 1.1906961, 'training_time' 70166.81685447693, 'training_steps' '2092293'}
{'episode' 1176, 'episode_time_secs' '7.474128007888794', 'episode_steps' '499', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022044088176352707, 'value_avg' 1.1914217, 'training_time' 70174.29098248482, 'training_steps' '2095566'}
{'episode' 1177, 'episode_time_secs' '10.553611993789673', 'episode_steps' '601', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02329450915141431, 'value_avg' 1.1933333, 'training_time' 70184.8445944786, 'training_steps' '2099684'}
{'episode' 1178, 'episode_time_secs' '8.265416145324707', 'episode_steps' '552', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02355072463768116, 'value_avg' 1.1942377, 'training_time' 70193.11001062393, 'training_steps' '2103147'}
{'episode' 1179, 'episode_time_secs' '2337.286933898926', 'episode_steps' '512', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021484375, 'value_avg' 1.195403, 'training_time' 72530.39694452286, 'training_steps' '2106959'}
{'episode' 1180, 'episode_time_secs' '1821.7016389369965', 'episode_steps' '419', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021479713603818614, 'value_avg' 1.1961169, 'training_time' 74352.09858345985, 'training_steps' '2110038'}
{'episode' 1181, 'episode_time_secs' '26.20114803314209', 'episode_steps' '640', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0203125, 'value_avg' 1.1974069, 'training_time' 74378.299731493, 'training_steps' '2113967'}
{'episode' 1182, 'episode_time_secs' '17.130146980285645', 'episode_steps' '421', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021377672209026127, 'value_avg' 1.197985, 'training_time' 74395.42987847328, 'training_steps' '2116873'}
{'episode' 1183, 'episode_time_secs' '12.126684188842773', 'episode_steps' '271', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01845018450184502, 'value_avg' 1.1982609, 'training_time' 74407.55656266212, 'training_steps' '2119092'}
{'episode' 1184, 'episode_time_secs' '16.326880931854248', 'episode_steps' '420', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02142857142857143, 'value_avg' 1.198737, 'training_time' 74423.88344359398, 'training_steps' '2122056'}
{'episode' 1185, 'episode_time_secs' '25.028671979904175', 'episode_steps' '593', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023608768971332208, 'value_avg' 1.2001303, 'training_time' 74448.91211557388, 'training_steps' '2125777'}
{'episode' 1186, 'episode_time_secs' '17.738886833190918', 'episode_steps' '421', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021377672209026127, 'value_avg' 1.2010531, 'training_time' 74466.65100240707, 'training_steps' '2128730'}
{'episode' 1187, 'episode_time_secs' '17.73907995223999', 'episode_steps' '419', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021479713603818614, 'value_avg' 1.2018862, 'training_time' 74484.39008235931, 'training_steps' '2131610'}
{'episode' 1188, 'episode_time_secs' '26.877640962600708', 'episode_steps' '585', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023931623931623933, 'value_avg' 1.2034398, 'training_time' 74511.26772332191, 'training_steps' '2135301'}
{'episode' 1189, 'episode_time_secs' '23.985615968704224', 'episode_steps' '488', 'episode_reward' 10.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020491803278688523, 'value_avg' 1.2046618, 'training_time' 74535.25333929062, 'training_steps' '2138566'}
{'episode' 1190, 'episode_time_secs' '28.322242259979248', 'episode_steps' '584', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023972602739726026, 'value_avg' 1.2059665, 'training_time' 74563.5755815506, 'training_steps' '2142213'}
{'episode' 1191, 'episode_time_secs' '30.223275184631348', 'episode_steps' '637', 'episode_reward' 15.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023547880690737835, 'value_avg' 1.2073005, 'training_time' 74593.79885673523, 'training_steps' '2146106'}
{'episode' 1192, 'episode_time_secs' '21.614011764526367', 'episode_steps' '435', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020689655172413793, 'value_avg' 1.2081318, 'training_time' 74615.41286849976, 'training_steps' '2149145'}
{'episode' 1193, 'episode_time_secs' '23.913016080856323', 'episode_steps' '587', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02385008517887564, 'value_avg' 1.2093531, 'training_time' 74639.32588458061, 'training_steps' '2152776'}
{'episode' 1194, 'episode_time_secs' '23.57381796836853', 'episode_steps' '555', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023423423423423424, 'value_avg' 1.210407, 'training_time' 74662.89970254898, 'training_steps' '2156360'}
{'episode' 1195, 'episode_time_secs' '22.876807928085327', 'episode_steps' '547', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021937842778793418, 'value_avg' 1.211595, 'training_time' 74685.77651047707, 'training_steps' '2159829'}
{'episode' 1196, 'episode_time_secs' '20.660903215408325', 'episode_steps' '530', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020754716981132074, 'value_avg' 1.2127001, 'training_time' 74706.43741369247, 'training_steps' '2163427'}
{'episode' 1197, 'episode_time_secs' '26.9363911151886', 'episode_steps' '666', 'episode_reward' 15.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02252252252252252, 'value_avg' 1.2133377, 'training_time' 74733.37380480766, 'training_steps' '2167523'}
{'episode' 1198, 'episode_time_secs' '22.458657026290894', 'episode_steps' '540', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020370370370370372, 'value_avg' 1.2144574, 'training_time' 74755.83246183395, 'training_steps' '2171036'}
{'episode' 1199, 'episode_time_secs' '17.91147804260254', 'episode_steps' '421', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021377672209026127, 'value_avg' 1.2152771, 'training_time' 74773.74393987656, 'training_steps' '2173952'}
{'episode' 1200, 'episode_time_secs' '7210.899369955063', 'episode_steps' '441', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02040816326530612, 'value_avg' 1.2161795, 'training_time' 81984.64330983162, 'training_steps' '2177255'}
{'episode' 1201, 'episode_time_secs' '25.4919490814209', 'episode_steps' '591', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023688663282571912, 'value_avg' 1.2176838, 'training_time' 82010.13525891304, 'training_steps' '2181011'}
{'episode' 1202, 'episode_time_secs' '27.853800058364868', 'episode_steps' '601', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02329450915141431, 'value_avg' 1.218909, 'training_time' 82037.9890589714, 'training_steps' '2184783'}
{'episode' 1203, 'episode_time_secs' '28.366564989089966', 'episode_steps' '601', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02329450915141431, 'value_avg' 1.2205795, 'training_time' 82066.3556239605, 'training_steps' '2188588'}
{'episode' 1204, 'episode_time_secs' '33.469423055648804', 'episode_steps' '691', 'episode_reward' 17.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.024602026049204053, 'value_avg' 1.2216312, 'training_time' 82099.82504701614, 'training_steps' '2192770'}
{'episode' 1205, 'episode_time_secs' '28.086328268051147', 'episode_steps' '603', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02321724709784411, 'value_avg' 1.2232155, 'training_time' 82127.9113752842, 'training_steps' '2196692'}
{'episode' 1206, 'episode_time_secs' '7225.399192094803', 'episode_steps' '557', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02154398563734291, 'value_avg' 1.2245367, 'training_time' 89353.310567379, 'training_steps' '2200453'}
{'episode' 1207, 'episode_time_secs' '21.419410943984985', 'episode_steps' '628', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022292993630573247, 'value_avg' 1.2259109, 'training_time' 89374.72997832298, 'training_steps' '2204304'}
{'episode' 1208, 'episode_time_secs' '5999.2862730026245', 'episode_steps' '552', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.019927536231884056, 'value_avg' 1.2273589, 'training_time' 95374.01625132561, 'training_steps' '2208174'}
{'episode' 1209, 'episode_time_secs' '23.796027898788452', 'episode_steps' '575', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022608695652173914, 'value_avg' 1.2278752, 'training_time' 95397.8122792244, 'training_steps' '2211894'}
{'episode' 1210, 'episode_time_secs' '7219.086298704147', 'episode_steps' '546', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02197802197802198, 'value_avg' 1.2289985, 'training_time' 102616.89857792854, 'training_steps' '2215692'}
{'episode' 1211, 'episode_time_secs' '19.700819969177246', 'episode_steps' '512', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0234375, 'value_avg' 1.2299398, 'training_time' 102636.59939789772, 'training_steps' '2219059'}
{'episode' 1212, 'episode_time_secs' '7217.914468765259', 'episode_steps' '530', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020754716981132074, 'value_avg' 1.2310928, 'training_time' 109854.51386666298, 'training_steps' '2222821'}
{'episode' 1213, 'episode_time_secs' '22.00099802017212', 'episode_steps' '567', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021164021164021163, 'value_avg' 1.2325782, 'training_time' 109876.51486468315, 'training_steps' '2226443'}
{'episode' 1214, 'episode_time_secs' '7218.64889216423', 'episode_steps' '649', 'episode_reward' 16.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02465331278890601, 'value_avg' 1.2335227, 'training_time' 117095.16375684738, 'training_steps' '2230683'}
{'episode' 1215, 'episode_time_secs' '22.424818992614746', 'episode_steps' '552', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02355072463768116, 'value_avg' 1.2347243, 'training_time' 117117.58857584, 'training_steps' '2234271'}
{'episode' 1216, 'episode_time_secs' '7211.496479272842', 'episode_steps' '305', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.019672131147540985, 'value_avg' 1.2353295, 'training_time' 124329.08505511284, 'training_steps' '2236956'}
{'episode' 1217, 'episode_time_secs' '30.451534032821655', 'episode_steps' '592', 'episode_reward' 15.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02533783783783784, 'value_avg' 1.2364589, 'training_time' 124359.53658914566, 'training_steps' '2240744'}
{'episode' 1218, 'episode_time_secs' '7221.383268117905', 'episode_steps' '776', 'episode_reward' 20.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02577319587628866, 'value_avg' 1.2375067, 'training_time' 131580.91985726357, 'training_steps' '2245663'}
{'episode' 1219, 'episode_time_secs' '5534.409986972809', 'episode_steps' '603', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02321724709784411, 'value_avg' 1.2388022, 'training_time' 137115.32984423637, 'training_steps' '2249715'}
{'episode' 1220, 'episode_time_secs' '17.85896396636963', 'episode_steps' '473', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023255813953488372, 'value_avg' 1.2396305, 'training_time' 137133.18880820274, 'training_steps' '2252948'}
{'episode' 1221, 'episode_time_secs' '18.306583166122437', 'episode_steps' '419', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021479713603818614, 'value_avg' 1.2405058, 'training_time' 137151.49539136887, 'training_steps' '2255870'}
{'episode' 1222, 'episode_time_secs' '21.071038007736206', 'episode_steps' '470', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023404255319148935, 'value_avg' 1.2407249, 'training_time' 137172.5664293766, 'training_steps' '2259055'}
{'episode' 1223, 'episode_time_secs' '31.942429065704346', 'episode_steps' '635', 'episode_reward' 16.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.025196850393700787, 'value_avg' 1.2415874, 'training_time' 137204.5088584423, 'training_steps' '2263061'}
{'episode' 1224, 'episode_time_secs' '28.319257020950317', 'episode_steps' '583', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.024013722126929673, 'value_avg' 1.2422459, 'training_time' 137232.82811546326, 'training_steps' '2266821'}
{'episode' 1225, 'episode_time_secs' '33.231218099594116', 'episode_steps' '665', 'episode_reward' 16.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02406015037593985, 'value_avg' 1.2433996, 'training_time' 137266.05933356285, 'training_steps' '2270940'}
{'episode' 1226, 'episode_time_secs' '24.963629245758057', 'episode_steps' '582', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.024054982817869417, 'value_avg' 1.2444798, 'training_time' 137291.0229628086, 'training_steps' '2274687'}
{'episode' 1227, 'episode_time_secs' '24.89147424697876', 'episode_steps' '611', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022913256955810146, 'value_avg' 1.2455349, 'training_time' 137315.9144370556, 'training_steps' '2278525'}
{'episode' 1228, 'episode_time_secs' '19.699573040008545', 'episode_steps' '487', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022587268993839837, 'value_avg' 1.2464207, 'training_time' 137335.6140100956, 'training_steps' '2281842'}
{'episode' 1229, 'episode_time_secs' '24.49933171272278', 'episode_steps' '603', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02321724709784411, 'value_avg' 1.2478583, 'training_time' 137360.11334180832, 'training_steps' '2285664'}
{'episode' 1230, 'episode_time_secs' '23.776155948638916', 'episode_steps' '551', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023593466424682397, 'value_avg' 1.2491019, 'training_time' 137383.88949775696, 'training_steps' '2289326'}
{'episode' 1231, 'episode_time_secs' '25.08053994178772', 'episode_steps' '602', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02159468438538206, 'value_avg' 1.2502562, 'training_time' 137408.97003769875, 'training_steps' '2293184'}
{'episode' 1232, 'episode_time_secs' '21.59134316444397', 'episode_steps' '550', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02181818181818182, 'value_avg' 1.2514402, 'training_time' 137430.5613808632, 'training_steps' '2296754'}
{'episode' 1233, 'episode_time_secs' '29.10107111930847', 'episode_steps' '731', 'episode_reward' 19.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.025991792065663474, 'value_avg' 1.2529396, 'training_time' 137459.6624519825, 'training_steps' '2301249'}
{'episode' 1234, 'episode_time_secs' '16.577427864074707', 'episode_steps' '734', 'episode_reward' 18.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02452316076294278, 'value_avg' 1.2538183, 'training_time' 137476.23987984657, 'training_steps' '2305607'}
{'episode' 1235, 'episode_time_secs' '7.455060005187988', 'episode_steps' '553', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023508137432188065, 'value_avg' 1.2552066, 'training_time' 137483.69493985176, 'training_steps' '2309109'}
{'episode' 1236, 'episode_time_secs' '8.48544192314148', 'episode_steps' '586', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023890784982935155, 'value_avg' 1.2568432, 'training_time' 137492.1803817749, 'training_steps' '2312926'}
{'episode' 1237, 'episode_time_secs' '7.830308198928833', 'episode_steps' '584', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023972602739726026, 'value_avg' 1.257476, 'training_time' 137500.01068997383, 'training_steps' '2316640'}
{'episode' 1238, 'episode_time_secs' '7.66567587852478', 'episode_steps' '573', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02268760907504363, 'value_avg' 1.2588291, 'training_time' 137507.67636585236, 'training_steps' '2320294'}
{'episode' 1239, 'episode_time_secs' '8.617195129394531', 'episode_steps' '601', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02329450915141431, 'value_avg' 1.259984, 'training_time' 137516.29356098175, 'training_steps' '2324065'}
{'episode' 1240, 'episode_time_secs' '7.901901006698608', 'episode_steps' '584', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023972602739726026, 'value_avg' 1.2608544, 'training_time' 137524.19546198845, 'training_steps' '2327821'}
{'episode' 1241, 'episode_time_secs' '6.458128213882446', 'episode_steps' '469', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023454157782515993, 'value_avg' 1.2625028, 'training_time' 137530.65359020233, 'training_steps' '2331028'}
{'episode' 1242, 'episode_time_secs' '9.060311794281006', 'episode_steps' '667', 'episode_reward' 16.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0239880059970015, 'value_avg' 1.2638507, 'training_time' 137539.7139019966, 'training_steps' '2335087'}
{'episode' 1243, 'episode_time_secs' '8.36343789100647', 'episode_steps' '622', 'episode_reward' 15.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.024115755627009645, 'value_avg' 1.2649755, 'training_time' 137548.07733988762, 'training_steps' '2338858'}
{'episode' 1244, 'episode_time_secs' '7.685237884521484', 'episode_steps' '523', 'episode_reward' 11.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021032504780114723, 'value_avg' 1.2658839, 'training_time' 137555.76257777214, 'training_steps' '2342405'}
{'episode' 1245, 'episode_time_secs' '5.039874792098999', 'episode_steps' '372', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01881720430107527, 'value_avg' 1.2667373, 'training_time' 137560.80245256424, 'training_steps' '2345132'}
{'episode' 1246, 'episode_time_secs' '9.125587224960327', 'episode_steps' '679', 'episode_reward' 17.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.025036818851251842, 'value_avg' 1.2684734, 'training_time' 137569.9280397892, 'training_steps' '2349287'}
{'episode' 1247, 'episode_time_secs' '9.38158392906189', 'episode_steps' '665', 'episode_reward' 17.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02556390977443609, 'value_avg' 1.2694392, 'training_time' 137579.30962371826, 'training_steps' '2353406'}
{'episode' 1248, 'episode_time_secs' '10.901795148849487', 'episode_steps' '835', 'episode_reward' 21.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.025149700598802394, 'value_avg' 1.2717466, 'training_time' 137590.2114188671, 'training_steps' '2358225'}
{'episode' 1249, 'episode_time_secs' '7.4760520458221436', 'episode_steps' '525', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022857142857142857, 'value_avg' 1.2719171, 'training_time' 137597.68747091293, 'training_steps' '2361764'}
{'episode' 1250, 'episode_time_secs' '7.793513774871826', 'episode_steps' '583', 'episode_reward' 13.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.022298456260720412, 'value_avg' 1.2731029, 'training_time' 137605.4809846878, 'training_steps' '2365407'}
{'episode' 1251, 'episode_time_secs' '8.542787075042725', 'episode_steps' '643', 'episode_reward' 14.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02177293934681182, 'value_avg' 1.2735039, 'training_time' 137614.02377176285, 'training_steps' '2369394'}
{'episode' 1252, 'episode_time_secs' '5.372124910354614', 'episode_steps' '378', 'episode_reward' 8.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.021164021164021163, 'value_avg' 1.2742965, 'training_time' 137619.3958966732, 'training_steps' '2372197'}
{'episode' 1253, 'episode_time_secs' '6.554638147354126', 'episode_steps' '507', 'episode_reward' 12.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023668639053254437, 'value_avg' 1.2753146, 'training_time' 137625.95053482056, 'training_steps' '2375529'}
{'episode' 1254, 'episode_time_secs' '8.420675992965698', 'episode_steps' '635', 'episode_reward' 16.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.025196850393700787, 'value_avg' 1.2758714, 'training_time' 137634.37121081352, 'training_steps' '2379599'}
{'episode' 1255, 'episode_time_secs' '5.608280897140503', 'episode_steps' '387', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.023255813953488372, 'value_avg' 1.2766688, 'training_time' 137639.97949171066, 'training_steps' '2382413'}
{'episode' 1256, 'episode_time_secs' '5.902344226837158', 'episode_steps' '445', 'episode_reward' 9.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.020224719101123594, 'value_avg' 1.276989, 'training_time' 137645.8818359375, 'training_steps' '2385507'}
{'episode' 1257, 'episode_time_secs' '5.056948900222778', 'episode_steps' '389', 'episode_reward' 8.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.02056555269922879, 'value_avg' 1.2772982, 'training_time' 137650.93878483772, 'training_steps' '2388326'}
